name ID ob__vs_WT__p.val ob__vs_WT__p.adj significant ob__vs_WT__significant ob__vs_WT__ratio ob__centered WT__centered
2072 Rpl34 ENSMUSP00000142486 0.0269643687510271 0.847 FALSE FALSE -0.862 -0.431 0.431
2073 Rpl35a ENSMUSP00000110731 3.56432250185413e-05 0.16 FALSE FALSE -1.02 -0.512 0.512
2074 Rpl36 ENSMUSP00000079340 0.0181086482256149 0.831 FALSE FALSE -1.08 -0.538 0.538
2075 Rpl36a ENSMUSP00000108837 0.00245475679189061 0.703 FALSE FALSE -1.38 -0.688 0.688
2076 Rpl37 ENSMUSP00000046506 0.000426547133671565 0.504 FALSE FALSE -2.24 -1.12 1.12
2077 Rpl37a ENSMUSP00000058919 0.00269680747708061 0.711 FALSE FALSE -1.39 -0.693 0.693
2078 Rpl38 ENSMUSP00000102213 0.0113464532537139 0.808 FALSE FALSE -0.374 -0.187 0.187
2079 Rpl39 ENSMUSP00000110886 0.00204951997303206 0.687 FALSE FALSE -2.04 -1.02 1.02
2080 Rpl3l ENSMUSP00000129325 0.957325741432354 0.938 FALSE FALSE -0.00851 -0.00426 0.00426
2081 Rpl4 ENSMUSP00000034966 0.00121165443698265 0.634 FALSE FALSE -0.461 -0.231 0.231
2082 Rpl5 ENSMUSP00000080854 0.0156841338525728 0.824 FALSE FALSE -0.224 -0.112 0.112
2083 Rpl6 ENSMUSP00000031617 0.000725991432112819 0.574 FALSE FALSE -0.53 -0.265 0.265
2084 Rpl7 ENSMUSP00000071616 0.00402136417757273 0.743 FALSE FALSE -0.653 -0.326 0.326
2085 Rpl7a ENSMUSP00000099962 0.00166511139837452 0.667 FALSE FALSE -0.667 -0.333 0.333
2086 Rpl8 ENSMUSP00000155657 0.0231652620512609 0.841 FALSE FALSE -0.246 -0.123 0.123
2087 Rpl9-ps6 ENSMUSP00000127859 0.0147429038251371 0.821 FALSE FALSE -0.763 -0.381 0.381
2088 Rplp0 ENSMUSP00000083705 0.00186991192018169 0.678 FALSE FALSE -0.331 -0.166 0.166
2089 Rplp1 ENSMUSP00000008036 0.80802271754792 0.935 FALSE FALSE 0.036 0.018 -0.018
2090 Rplp2 ENSMUSP00000101626 0.203627860080889 0.907 FALSE FALSE -0.112 -0.0558 0.0558
2091 Rpn1 ENSMUSP00000032143 0.0106729890662963 0.805 FALSE FALSE -0.299 -0.15 0.15
2092 Rpn2 ENSMUSP00000029171 0.000650752592592773 0.56 FALSE FALSE -0.509 -0.254 0.254
2093 Rprd1b ENSMUSP00000099412 0.00762789181387925 0.786 FALSE FALSE -1.4 -0.7 0.7
2094 Rps10 ENSMUSP00000136042 0.00434201558024168 0.749 FALSE FALSE -0.492 -0.246 0.246
2095 Rps11 ENSMUSP00000003521 0.00772208086696716 0.786 FALSE FALSE -0.345 -0.173 0.173
2096 Rps12 ENSMUSP00000151305 0.794623374267737 0.935 FALSE FALSE -0.036 -0.018 0.018
2097 Rps13 ENSMUSP00000126294 0.0499720651163329 0.869 FALSE FALSE -0.194 -0.097 0.097
2098 Rps14 ENSMUSP00000158138 0.00550153754659874 0.765 FALSE FALSE -0.363 -0.181 0.181
2099 Rps14.1 ENSMUSP00000114478 0.174024134870413 0.903 FALSE FALSE 1.02 0.512 -0.512
2100 Rps15 ENSMUSP00000100997 0.530294169690871 0.927 FALSE FALSE -0.129 -0.0643 0.0643
2101 Rps15a ENSMUSP00000127791 0.269806279886972 0.913 FALSE FALSE -0.245 -0.123 0.123
2102 Rps16 ENSMUSP00000103940 0.074066104859248 0.881 FALSE FALSE -0.211 -0.105 0.105
2103 Rps17 ENSMUSP00000079628 0.00595039529625771 0.77 FALSE FALSE -0.332 -0.166 0.166
2104 Rps19 ENSMUSP00000104068 0.0175779268252195 0.829 FALSE FALSE -0.286 -0.143 0.143
2105 Rps2 ENSMUSP00000131474 0.0112465179359668 0.807 FALSE FALSE -0.349 -0.174 0.174
2106 Rps20 ENSMUSP00000120528 0.222960215221737 0.909 FALSE FALSE -0.241 -0.12 0.12
2107 Rps21 ENSMUSP00000058432 0.0682195169563831 0.879 FALSE FALSE -0.515 -0.257 0.257
2108 Rps23 ENSMUSP00000054490 0.0011332607307136 0.627 FALSE FALSE -0.459 -0.23 0.23
2109 Rps24 ENSMUSP00000125977 0.0340431346608424 0.856 FALSE FALSE -0.524 -0.262 0.262
2110 Rps25 ENSMUSP00000148977 0.00548251179662773 0.765 FALSE FALSE -0.401 -0.2 0.2
2111 Rps26 ENSMUSP00000026420 0.00042972525901645 0.505 FALSE FALSE -1.13 -0.564 0.564
2112 Rps27 ENSMUSP00000142536 0.00697530886185408 0.78 FALSE FALSE -0.467 -0.233 0.233
2113 Rps27a ENSMUSP00000099909 0.0045743079833283 0.752 FALSE FALSE -0.283 -0.142 0.142
2114 Rps27l ENSMUSP00000046016 0.250069961822928 0.911 FALSE FALSE 0.24 0.12 -0.12
2115 Rps28 ENSMUSP00000134240 0.242579231971133 0.911 FALSE FALSE -0.184 -0.092 0.092
2116 Rps29 ENSMUSP00000038352 0.00433863483782676 0.749 FALSE FALSE -0.946 -0.473 0.473
2117 Rps3 ENSMUSP00000032998 0.00101498462645188 0.614 FALSE FALSE -0.325 -0.162 0.162
2118 Rps3a1 ENSMUSP00000029722 0.136279904457622 0.898 FALSE FALSE -0.14 -0.0698 0.0698
2119 Rps4x ENSMUSP00000033683 0.000762370832373232 0.58 FALSE FALSE -0.438 -0.219 0.219
2120 Rps5 ENSMUSP00000104179 0.00615013567513751 0.772 FALSE FALSE -0.366 -0.183 0.183
2121 Rps6 ENSMUSP00000099878 0.00810623318191042 0.789 FALSE FALSE -0.43 -0.215 0.215
2122 Rps6ka1 ENSMUSP00000134507 0.0594008918932743 0.875 FALSE FALSE 0.809 0.404 -0.404
2123 Rps7 ENSMUSP00000152456 0.0130010999823761 0.815 FALSE FALSE -0.28 -0.14 0.14
2124 Rps8 ENSMUSP00000099757 0.00441818416631353 0.75 FALSE FALSE -0.585 -0.292 0.292
2125 Rps9 ENSMUSP00000104265 0.000442877234222317 0.509 FALSE FALSE -0.59 -0.295 0.295
2126 Rpsa ENSMUSP00000148933 0.535402278849456 0.927 FALSE FALSE -0.0844 -0.0422 0.0422
2127 Rrbp1 ENSMUSP00000016072 0.0550120237833643 0.872 FALSE FALSE -0.159 -0.0797 0.0797
2128 Rsl1d1 ENSMUSP00000113431 0.0395270465886471 0.861 FALSE FALSE -0.338 -0.169 0.169
2129 Rsu1 ENSMUSP00000028059 0.361397412317711 0.919 FALSE FALSE -0.155 -0.0776 0.0776
2130 Rtcb ENSMUSP00000001834 0.279227570056569 0.914 FALSE FALSE -0.109 -0.0547 0.0547
2131 Rtf2 ENSMUSP00000029005 0.828903405005344 0.935 FALSE FALSE -0.0563 -0.0281 0.0281
2132 Rtn1 ENSMUSP00000077594 0.44763852630415 0.923 FALSE FALSE 0.167 0.0836 -0.0836
2133 Rtn3 ENSMUSP00000085494 0.977044840235354 0.939 FALSE FALSE 0.00272 0.00136 -0.00136
2134 Rtn4 ENSMUSP00000053754 4.1507686175538e-05 0.173 FALSE FALSE 1.38 0.689 -0.689
2135 Rtn4ip1 ENSMUSP00000060940 0.0100558199486648 0.802 FALSE FALSE -0.465 -0.232 0.232
2136 Rtraf ENSMUSP00000022341 0.107370485020712 0.892 FALSE FALSE -0.729 -0.365 0.365
2137 Rufy3 ENSMUSP00000143302 0.230262326862001 0.91 FALSE FALSE 0.455 0.227 -0.227
2138 Ruvbl1 ENSMUSP00000032165 0.327675833305999 0.917 FALSE FALSE -0.191 -0.0957 0.0957
2139 Ruvbl2 ENSMUSP00000147502 0.10342891579595 0.891 FALSE FALSE -0.281 -0.14 0.14
2140 Rwdd1 ENSMUSP00000019917 0.982319161315887 0.939 FALSE FALSE -0.0246 -0.0123 0.0123
2141 Rxra ENSMUSP00000109567 0.286348035653263 0.914 FALSE FALSE -0.575 -0.287 0.287
2142 Ryr1 ENSMUSP00000137123 0.27445640184215 0.913 FALSE FALSE -0.645 -0.322 0.322
2143 S100a1 ENSMUSP00000058237 4.17589761473461e-05 0.174 FALSE FALSE 1.56 0.778 -0.778
2144 S100a10 ENSMUSP00000130712 0.00208198275025887 0.688 FALSE FALSE 0.839 0.42 -0.42
2145 S100a11 ENSMUSP00000029515 2.44875903133852e-05 0.13 FALSE FALSE 1.79 0.897 -0.897
2146 S100a13 ENSMUSP00000047737 0.174852255526465 0.904 FALSE FALSE -0.229 -0.114 0.114
2147 S100a4 ENSMUSP00000143522 0.0150868217699242 0.822 FALSE FALSE 1.7 0.852 -0.852
2148 S100a6 ENSMUSP00000143720 0.0356478335508478 0.858 FALSE FALSE 0.453 0.227 -0.227
2149 S100a8 ENSMUSP00000064385 0.0199758385329042 0.835 FALSE FALSE 2.7 1.35 -1.35
2150 S100a9 ENSMUSP00000112843 0.00438727279080737 0.749 FALSE FALSE 2.93 1.46 -1.46
2151 Sacm1l ENSMUSP00000026270 0.161991248571863 0.902 FALSE FALSE 0.233 0.117 -0.117
2152 Sae1 ENSMUSP00000147771 0.612713485629593 0.93 FALSE FALSE -0.296 -0.148 0.148
2153 Safb ENSMUSP00000092849 0.00649794224358912 0.776 FALSE FALSE -0.546 -0.273 0.273
2154 Samhd1 ENSMUSP00000124935 0.000208113114228007 0.399 FALSE FALSE -0.722 -0.361 0.361
2155 Samm50 ENSMUSP00000023071 0.614725463258152 0.93 FALSE FALSE 0.072 0.036 -0.036
2156 Sap18 ENSMUSP00000106899 0.70645904814816 0.932 FALSE FALSE -0.32 -0.16 0.16
2157 Sar1a ENSMUSP00000151383 0.862608151062851 0.936 FALSE FALSE 0.033 0.0165 -0.0165
2158 Sar1b ENSMUSP00000020653 0.827781238378823 0.935 FALSE FALSE -0.0267 -0.0134 0.0134
2159 Sardh ENSMUSP00000099950 0.136073462866654 0.898 FALSE FALSE -0.307 -0.153 0.153
2160 Sarnp ENSMUSP00000100863 0.00579480988318505 0.768 FALSE FALSE -0.403 -0.202 0.202
2161 Sars ENSMUSP00000088041 0.014951696702714 0.822 FALSE FALSE -0.386 -0.193 0.193
2162 Sart1 ENSMUSP00000047397 0.654943764328394 0.931 FALSE FALSE 0.119 0.0595 -0.0595
2163 Sart3 ENSMUSP00000143778 0.241771850208827 0.911 FALSE FALSE -0.376 -0.188 0.188
2164 Saysd1 ENSMUSP00000055382 0.712469621077512 0.932 FALSE FALSE 0.0548 0.0274 -0.0274
2165 Sbds ENSMUSP00000026387 0.782858880207212 0.934 FALSE FALSE 0.0403 0.0202 -0.0202
2166 Scamp1 ENSMUSP00000123135 0.0227964647683977 0.84 FALSE FALSE -0.368 -0.184 0.184
2167 Scarb2 ENSMUSP00000031377 1.75290544875317e-05 0.104 FALSE FALSE -1.18 -0.589 0.589
2168 Scd1 ENSMUSP00000036936 2.06875849334946e-05 0.117 FALSE FALSE 3.55 1.77 -1.77
2169 Scfd1 ENSMUSP00000021335 0.53300403292288 0.927 FALSE FALSE 0.127 0.0634 -0.0634
2170 Scfd2 ENSMUSP00000109170 0.0356248731270073 0.858 FALSE FALSE 1.13 0.563 -0.563
2171 Scly ENSMUSP00000027532 0.376556424911642 0.92 FALSE FALSE -0.161 -0.0803 0.0803
2172 Sco1 ENSMUSP00000090673 0.465581412087902 0.924 FALSE FALSE -0.0895 -0.0448 0.0448
2173 Scp2 ENSMUSP00000030340 2.36914435733246e-05 0.127 FALSE FALSE 1.03 0.516 -0.516
2174 Scp2.1 ENSMUSP00000102312 0.000243882866533332 0.423 FALSE FALSE 0.889 0.445 -0.445
2175 Scrn3 ENSMUSP00000088320 0.0883891376353252 0.886 FALSE FALSE 0.192 0.0961 -0.0961
2176 Scyl2 ENSMUSP00000133992 0.447955600369369 0.923 FALSE FALSE 0.0883 0.0441 -0.0441
2177 Sdc4 ENSMUSP00000017153 0.12860957371041 0.896 FALSE FALSE -0.536 -0.268 0.268
2178 Sdf2 ENSMUSP00000002133 0.180014160398992 0.904 FALSE FALSE 0.784 0.392 -0.392
2179 Sdf4 ENSMUSP00000101204 0.0666794192024336 0.878 FALSE FALSE -1.04 -0.52 0.52
2180 Sdha ENSMUSP00000022062 0.655561250507088 0.931 FALSE FALSE -0.0561 -0.028 0.028
2181 Sdhaf2 ENSMUSP00000025570 0.170335988706803 0.903 FALSE FALSE 1.32 0.659 -0.659
2182 Sdhaf4 ENSMUSP00000027338 0.219854159497525 0.909 FALSE FALSE 1.05 0.527 -0.527
2183 Sdhb ENSMUSP00000010007 0.343487579862853 0.918 FALSE FALSE -0.131 -0.0655 0.0655
2184 Sdhc ENSMUSP00000106968 0.655485265985293 0.931 FALSE FALSE -0.112 -0.056 0.056
2185 Sds ENSMUSP00000143838 0.0100651331015525 0.802 FALSE FALSE -0.729 -0.365 0.365
2186 Sec11a ENSMUSP00000112425 0.000297079839003346 0.452 FALSE FALSE -0.833 -0.417 0.417
2187 Sec13 ENSMUSP00000032440 0.173703282342594 0.903 FALSE FALSE 0.207 0.104 -0.104
2188 Sec14l2 ENSMUSP00000003681 0.00403445135056339 0.743 FALSE FALSE 0.342 0.171 -0.171
2189 Sec14l4 ENSMUSP00000019512 0.0499331576841888 0.869 FALSE FALSE -0.214 -0.107 0.107
2190 Sec16a ENSMUSP00000088796 0.0951097010420511 0.888 FALSE FALSE 0.377 0.189 -0.189
2191 Sec16b ENSMUSP00000107329 0.253153317488184 0.912 FALSE FALSE -0.775 -0.387 0.387
2192 Sec22b ENSMUSP00000029476 0.00603121965118709 0.771 FALSE FALSE 0.549 0.275 -0.275
2193 Sec23a ENSMUSP00000126011 0.414367496332372 0.922 FALSE FALSE -0.153 -0.0766 0.0766
2194 Sec23b ENSMUSP00000028916 0.0141765294175038 0.819 FALSE FALSE -1.39 -0.693 0.693
2195 Sec23ip ENSMUSP00000035610 0.234438614980451 0.91 FALSE FALSE 0.835 0.418 -0.418
2196 Sec24a ENSMUSP00000044370 0.198137785619498 0.906 FALSE FALSE 0.185 0.0924 -0.0924
2197 Sec24d ENSMUSP00000035823 0.548195214073989 0.927 FALSE FALSE 0.0586 0.0293 -0.0293
2198 Sec31a ENSMUSP00000092157 0.877244988982621 0.937 FALSE FALSE 0.0133 0.00666 -0.00666
2199 Sec61a1 ENSMUSP00000032168 0.0232681068100211 0.841 FALSE FALSE -1.8 -0.901 0.901
2200 Sec61b ENSMUSP00000067681 0.132198718045281 0.897 FALSE FALSE -0.542 -0.271 0.271
2201 Sec61g ENSMUSP00000137362 0.00649510076972611 0.776 FALSE FALSE -0.416 -0.208 0.208
2202 Sec62 ENSMUSP00000029256 0.0327737947613079 0.855 FALSE FALSE 0.513 0.257 -0.257
2203 Sec63 ENSMUSP00000019937 0.186282624770914 0.905 FALSE FALSE -0.184 -0.0918 0.0918
2204 Sel1l ENSMUSP00000136087 0.944641685521469 0.938 FALSE FALSE -0.0528 -0.0264 0.0264
2205 Selenbp1 ENSMUSP00000088349 0.00930236027871492 0.797 FALSE FALSE 0.393 0.197 -0.197
2206 Selenof ENSMUSP00000046910 0.0103809346781659 0.803 FALSE FALSE -0.432 -0.216 0.216
2207 Selenoo ENSMUSP00000081020 0.706060126988011 0.932 FALSE FALSE -0.138 -0.0689 0.0689
2208 Selenop ENSMUSP00000124305 0.957248686260432 0.938 FALSE FALSE -0.0178 -0.00892 0.00892
2209 Selenot ENSMUSP00000103557 0.0139479627985425 0.818 FALSE FALSE -0.531 -0.266 0.266
2210 Sephs1 ENSMUSP00000110671 6.44694806681779e-05 0.227 FALSE FALSE -0.726 -0.363 0.363
2211 Sephs2 ENSMUSP00000081009 0.00274709344513177 0.713 FALSE FALSE -0.662 -0.331 0.331
2212 Sepsecs ENSMUSP00000031069 0.00851361144555247 0.792 FALSE FALSE 0.702 0.351 -0.351
2213 Serbp1 ENSMUSP00000144913 0.222501564712271 0.909 FALSE FALSE -0.147 -0.0733 0.0733
2214 Serbp1.1 ENSMUSP00000145472 0.928925729504314 0.938 FALSE FALSE 0.0655 0.0328 -0.0328
2215 Serf2 ENSMUSP00000123181 0.10395700562727 0.891 FALSE FALSE -0.429 -0.215 0.215
2216 Serp1 ENSMUSP00000029385 0.418006133090183 0.922 FALSE FALSE -0.439 -0.219 0.219
2217 Serpina10 ENSMUSP00000113644 0.0229285232683814 0.841 FALSE FALSE 0.44 0.22 -0.22
2218 Serpina1b ENSMUSP00000139941 0.000867083238611598 0.596 FALSE FALSE -0.74 -0.37 0.37
2219 Serpina3k ENSMUSP00000042095 1.62562400991848e-05 0.0989 FALSE FALSE -1.58 -0.79 0.79
2220 Serpina3m ENSMUSP00000130979 0.372589744970015 0.92 FALSE FALSE -0.155 -0.0777 0.0777
2221 Serpina6 ENSMUSP00000044033 0.458303609251025 0.924 FALSE FALSE 0.374 0.187 -0.187
2222 Serpinb1a ENSMUSP00000075690 0.000245185992955434 0.424 FALSE FALSE 1.73 0.865 -0.865
2223 Serpinb6a ENSMUSP00000131115 0.918445641069361 0.938 FALSE FALSE 0.0141 0.00703 -0.00703
2224 Serpinc1 ENSMUSP00000068971 0.0757553941612445 0.882 FALSE FALSE 0.285 0.142 -0.142
2225 Serpind1 ENSMUSP00000156303 0.143478083396026 0.899 FALSE FALSE -0.753 -0.377 0.377
2226 Serpinf2 ENSMUSP00000104076 0.000103559278252744 0.294 FALSE FALSE -0.849 -0.424 0.424
2227 Serping1 ENSMUSP00000023994 0.0125117120690212 0.813 FALSE FALSE -0.481 -0.241 0.241
2228 Serpinh1 ENSMUSP00000147064 0.41051183709822 0.922 FALSE FALSE 0.931 0.465 -0.465
2229 Set ENSMUSP00000070002 0.000122227219536589 0.319 FALSE FALSE -0.625 -0.312 0.312
2230 Setd3 ENSMUSP00000066413 0.370683752305718 0.92 FALSE FALSE -0.612 -0.306 0.306
2231 Sf1 ENSMUSP00000144370 0.00470375310257321 0.754 FALSE FALSE -0.738 -0.369 0.369
2232 Sf3a1 ENSMUSP00000002198 0.00200943743549621 0.685 FALSE FALSE -0.625 -0.312 0.312
2233 Sf3a2 ENSMUSP00000114164 0.176107477561132 0.904 FALSE FALSE -0.466 -0.233 0.233
2234 Sf3a3 ENSMUSP00000030734 0.139627452282426 0.898 FALSE FALSE -0.178 -0.089 0.089
2235 Sf3b1 ENSMUSP00000027127 0.00380316461488741 0.739 FALSE FALSE -0.505 -0.252 0.252
2236 Sf3b2 ENSMUSP00000025774 0.0972334382355748 0.889 FALSE FALSE -0.362 -0.181 0.181
2237 Sf3b3 ENSMUSP00000045073 0.00141848090424224 0.651 FALSE FALSE -0.729 -0.365 0.365
2238 Sf3b4 ENSMUSP00000075709 0.293901623427216 0.915 FALSE FALSE -0.273 -0.137 0.137
2239 Sf3b5 ENSMUSP00000100771 0.446557794128235 0.923 FALSE FALSE -0.161 -0.0805 0.0805
2240 Sf3b6 ENSMUSP00000151723 0.0176107000199222 0.829 FALSE FALSE -1.52 -0.759 0.759
2241 Sfpq ENSMUSP00000030623 4.90335791895935e-05 0.191 FALSE FALSE -1.03 -0.515 0.515
2242 Sfxn1 ENSMUSP00000021930 0.910513094440389 0.937 FALSE FALSE -0.0133 -0.00665 0.00665
2243 Sfxn2 ENSMUSP00000157818 0.0437650544709248 0.865 FALSE FALSE -1.65 -0.827 0.827
2244 Sfxn5 ENSMUSP00000054648 0.0922944117260968 0.887 FALSE FALSE 0.399 0.2 -0.2
2245 Sgk2 ENSMUSP00000112468 0.13511122742572 0.897 FALSE FALSE 1.1 0.552 -0.552
2246 Sgpl1 ENSMUSP00000117848 0.93524264322252 0.938 FALSE FALSE 0.0111 0.00554 -0.00554
2247 Sgta ENSMUSP00000151345 0.0169063078431197 0.827 FALSE FALSE 0.308 0.154 -0.154
2248 Sh3bgrl ENSMUSP00000033598 6.74359577197833e-05 0.233 FALSE FALSE 0.795 0.397 -0.397
2249 Sh3bgrl2 ENSMUSP00000108841 0.0566850827347024 0.873 FALSE FALSE 0.309 0.154 -0.154
2250 Sh3bgrl3 ENSMUSP00000030651 0.0472436292001805 0.867 FALSE FALSE 0.279 0.14 -0.14
2251 Sh3glb1 ENSMUSP00000129800 0.30271744487729 0.916 FALSE FALSE -0.74 -0.37 0.37
2252 Shc1 ENSMUSP00000103040 0.654251606295327 0.931 FALSE FALSE 0.303 0.152 -0.152
2253 Shmt1 ENSMUSP00000018744 0.00797099195235418 0.788 FALSE FALSE 0.414 0.207 -0.207
2254 Shmt2 ENSMUSP00000151616 0.00566198991914061 0.767 FALSE FALSE -0.299 -0.149 0.149
2255 Shpk ENSMUSP00000006105 0.00251460236115952 0.705 FALSE FALSE 0.793 0.396 -0.396
2256 Shtn1 ENSMUSP00000041378 0.000190154736966849 0.386 FALSE FALSE 0.551 0.276 -0.276
2257 Sirt5 ENSMUSP00000152740 0.00103755475836047 0.617 FALSE FALSE 0.656 0.328 -0.328
2258 Skp1a ENSMUSP00000104700 0.000623126059180783 0.555 FALSE FALSE 0.454 0.227 -0.227
2259 Slc10a1 ENSMUSP00000151555 0.0650324852969525 0.877 FALSE FALSE -0.425 -0.212 0.212
2260 Slc16a1 ENSMUSP00000045216 0.000627546832307847 0.556 FALSE FALSE 0.878 0.439 -0.439
2261 Slc16a7 ENSMUSP00000147968 0.0252325620309706 0.845 FALSE FALSE 0.618 0.309 -0.309
2262 Slc1a2 ENSMUSP00000115129 0.012934540066126 0.815 FALSE FALSE -0.864 -0.432 0.432
2263 Slc22a18 ENSMUSP00000101537 0.294339964192022 0.915 FALSE FALSE 0.807 0.404 -0.404
2264 Slc25a1 ENSMUSP00000123613 0.0060251432218426 0.771 FALSE FALSE 0.497 0.248 -0.248
2265 Slc25a10 ENSMUSP00000026899 0.000321338071289852 0.464 FALSE FALSE 0.736 0.368 -0.368
2266 Slc25a11 ENSMUSP00000014750 0.76359503253782 0.934 FALSE FALSE 0.0346 0.0173 -0.0173
2267 Slc25a12 ENSMUSP00000122103 0.0278545685854334 0.849 FALSE FALSE -1.83 -0.914 0.914
2268 Slc25a13 ENSMUSP00000139571 0.0192293621706033 0.833 FALSE FALSE -0.362 -0.181 0.181
2269 Slc25a15 ENSMUSP00000033871 0.445294094519779 0.923 FALSE FALSE -0.176 -0.088 0.088
2270 Slc25a20 ENSMUSP00000035222 0.924736735476106 0.938 FALSE FALSE -0.0239 -0.012 0.012
2271 Slc25a21 ENSMUSP00000039289 0.00478788556281163 0.756 FALSE FALSE 0.563 0.282 -0.282
2272 Slc25a22 ENSMUSP00000120721 0.229239835222526 0.91 FALSE FALSE 0.153 0.0767 -0.0767
2273 Slc25a23 ENSMUSP00000040198 0.0405722402825481 0.862 FALSE FALSE -0.451 -0.226 0.226
2274 Slc25a3 ENSMUSP00000132480 0.0229960532928582 0.841 FALSE FALSE -0.359 -0.18 0.18
2275 Slc25a4 ENSMUSP00000034049 0.0320239340599318 0.854 FALSE FALSE 1.21 0.607 -0.607
2276 Slc25a42 ENSMUSP00000105754 0.46084802488922 0.924 FALSE FALSE -0.229 -0.115 0.115
2277 Slc25a5 ENSMUSP00000016463 0.0736050166493241 0.881 FALSE FALSE 0.301 0.151 -0.151
2278 Slc26a1 ENSMUSP00000131282 0.557267799942524 0.928 FALSE FALSE 0.412 0.206 -0.206
2279 Slc27a2 ENSMUSP00000057595 0.108536693016992 0.892 FALSE FALSE -0.151 -0.0753 0.0753
2280 Slc27a4 ENSMUSP00000078971 2.47154792978671e-05 0.131 FALSE FALSE 1.34 0.672 -0.672
2281 Slc27a5 ENSMUSP00000032539 0.624143877023458 0.93 FALSE FALSE 0.108 0.0542 -0.0542
2282 Slc2a2 ENSMUSP00000029240 0.262297610143169 0.913 FALSE FALSE -0.254 -0.127 0.127
2283 Slc38a3 ENSMUSP00000141850 0.104884029939898 0.891 FALSE FALSE -0.561 -0.28 0.28
2284 Slc38a4 ENSMUSP00000155158 0.0121870863005492 0.812 FALSE FALSE -0.64 -0.32 0.32
2285 Slc39a7 ENSMUSP00000130102 0.843354147872049 0.936 FALSE FALSE 0.0436 0.0218 -0.0218
2286 Slc4a1 ENSMUSP00000006749 0.0223777540938863 0.84 FALSE FALSE -1.1 -0.549 0.549
2287 Slc4a4 ENSMUSP00000118413 0.0026914427283178 0.711 FALSE FALSE 2.03 1.02 -1.02
2288 Slc9a3r1 ENSMUSP00000021077 4.59648904619419e-05 0.184 FALSE FALSE -0.642 -0.321 0.321
2289 Slco1b2 ENSMUSP00000144747 0.00639200038355722 0.775 FALSE FALSE -0.507 -0.253 0.253
2290 Slco2b1 ENSMUSP00000102701 0.244142044222116 0.911 FALSE FALSE -0.201 -0.1 0.1
2291 Slirp ENSMUSP00000076673 0.290648256409013 0.915 FALSE FALSE 0.286 0.143 -0.143
2292 Slk ENSMUSP00000026043 0.381451039852695 0.92 FALSE FALSE 0.573 0.286 -0.286
2293 Slmap ENSMUSP00000123072 0.967460840590083 0.939 FALSE FALSE -0.0113 -0.00565 0.00565
2294 Sltm ENSMUSP00000150324 0.818208874277026 0.935 FALSE FALSE -0.221 -0.11 0.11
2295 Smap1 ENSMUSP00000027339 0.197415358142774 0.906 FALSE FALSE 0.447 0.224 -0.224
2296 Smarca5 ENSMUSP00000044361 0.357583564262478 0.919 FALSE FALSE 0.125 0.0624 -0.0624
2297 Smarcc2 ENSMUSP00000026433 0.522852639552377 0.926 FALSE FALSE 0.26 0.13 -0.13
2298 Smc1a ENSMUSP00000044645 0.0322249977821877 0.854 FALSE FALSE -0.444 -0.222 0.222
2299 Smc3 ENSMUSP00000025930 0.0140583590905857 0.819 FALSE FALSE -0.989 -0.494 0.494
2300 Smpdl3a ENSMUSP00000020022 0.5068609009276 0.926 FALSE FALSE -0.062 -0.031 0.031
2301 Sms ENSMUSP00000108148 0.880023744609051 0.937 FALSE FALSE 0.0694 0.0347 -0.0347
2302 Snap23 ENSMUSP00000106339 0.640734696693672 0.93 FALSE FALSE 0.103 0.0517 -0.0517
2303 Snap29 ENSMUSP00000023449 0.46343452080001 0.924 FALSE FALSE 0.0745 0.0372 -0.0372
2304 Snap47 ENSMUSP00000010038 0.4810197894697 0.925 FALSE FALSE -0.61 -0.305 0.305
2305 Snca ENSMUSP00000126067 0.0772167494506253 0.883 FALSE FALSE -0.572 -0.286 0.286
2306 Snd1 ENSMUSP00000001460 3.27578347169349e-05 0.153 FALSE FALSE -0.745 -0.372 0.372
2307 Snrnp200 ENSMUSP00000099509 0.0255399543550515 0.845 FALSE FALSE -1.56 -0.779 0.779
2308 Snrnp40 ENSMUSP00000144537 0.00270086295125588 0.711 FALSE FALSE -1.56 -0.78 0.78
2309 Snrnp70 ENSMUSP00000074160 0.00974483225608933 0.8 FALSE FALSE -0.421 -0.21 0.21
2310 Snrpa ENSMUSP00000131897 0.386441084757326 0.921 FALSE FALSE -0.218 -0.109 0.109
2311 Snrpa1 ENSMUSP00000117947 0.0318101151521318 0.854 FALSE FALSE -0.473 -0.237 0.237
2312 Snrpb ENSMUSP00000143633 0.0939362814853506 0.888 FALSE FALSE -1.23 -0.615 0.615
2313 Snrpb2 ENSMUSP00000008477 0.000995027581653626 0.612 FALSE FALSE -0.757 -0.378 0.378
2314 Snrpc ENSMUSP00000156747 0.212882372491129 0.908 FALSE FALSE -0.821 -0.41 0.41
2315 Snrpd1 ENSMUSP00000157360 0.00735958044483966 0.784 FALSE FALSE -0.876 -0.438 0.438
2316 Snrpd2 ENSMUSP00000037597 0.000148647920957781 0.348 FALSE FALSE -0.977 -0.488 0.488
2317 Snrpd3 ENSMUSP00000020397 0.000324084641174873 0.465 FALSE FALSE -0.645 -0.323 0.323
2318 Snrpe ENSMUSP00000128400 0.25308091778324 0.912 FALSE FALSE 1.2 0.601 -0.601
2319 Snrpf ENSMUSP00000020203 0.635641659264942 0.93 FALSE FALSE -0.306 -0.153 0.153
