Protein.ID Gene.Name name ID
1854 ENSMUSP00000025904 Prdx5 Prdx5 ENSMUSP00000025904
1855 ENSMUSP00000050703 Prdx6 Prdx6 ENSMUSP00000050703
1856 ENSMUSP00000133276 Prdx6b Prdx6b ENSMUSP00000133276
1857 ENSMUSP00000144321 Preb Preb ENSMUSP00000144321
1858 ENSMUSP00000048803 Prelp Prelp ENSMUSP00000048803
1859 ENSMUSP00000097444 Prep Prep ENSMUSP00000097444
1860 ENSMUSP00000030243 Prkaa2 Prkaa2 ENSMUSP00000030243
1861 ENSMUSP00000107630 Prkab1 Prkab1 ENSMUSP00000107630
1862 ENSMUSP00000005606 Prkaca Prkaca ENSMUSP00000005606
1863 ENSMUSP00000132499 Prkag1 Prkag1 ENSMUSP00000132499
1864 ENSMUSP00000102288 Prkar1a Prkar1a ENSMUSP00000102288
1865 ENSMUSP00000035220 Prkar2a Prkar2a ENSMUSP00000035220
1866 ENSMUSP00000110987 Prkcsh Prkcsh ENSMUSP00000110987
1867 ENSMUSP00000002808 Prkra Prkra ENSMUSP00000002808
1868 ENSMUSP00000149861 Prodh Prodh ENSMUSP00000149861
1869 ENSMUSP00000062214 Prodh2 Prodh2 ENSMUSP00000062214
1870 ENSMUSP00000025642 Prpf19 Prpf19 ENSMUSP00000025642
1871 ENSMUSP00000081572 Prpf4 Prpf4 ENSMUSP00000081572
1872 ENSMUSP00000147599 Prpf40a Prpf40a ENSMUSP00000147599
1873 ENSMUSP00000152654 Prpf4b Prpf4b ENSMUSP00000152654
1874 ENSMUSP00000099568 Prpf8 Prpf8 ENSMUSP00000099568
1875 ENSMUSP00000133931 Prps1l1 Prps1l1 ENSMUSP00000133931
1876 ENSMUSP00000133736 Prps1l3 Prps1l3 ENSMUSP00000133736
1877 ENSMUSP00000025490 Prrc1 Prrc1 ENSMUSP00000025490
1878 ENSMUSP00000025253 Prrc2a Prrc2a ENSMUSP00000025253
1879 ENSMUSP00000138548 Prrc2c Prrc2c ENSMUSP00000138548
1880 ENSMUSP00000015855 Prune1 Prune1 ENSMUSP00000015855
1881 ENSMUSP00000022317 Prxl2a Prxl2a ENSMUSP00000022317
1882 ENSMUSP00000126407 Psap Psap ENSMUSP00000126407
1883 ENSMUSP00000102832 Psip1 Psip1 ENSMUSP00000102832
1884 ENSMUSP00000147815 Psma1 Psma1 ENSMUSP00000147815
1885 ENSMUSP00000129767 Psma2 Psma2 ENSMUSP00000129767
1886 ENSMUSP00000125548 Psma3 Psma3 ENSMUSP00000125548
1887 ENSMUSP00000034848 Psma4 Psma4 ENSMUSP00000034848
1888 ENSMUSP00000088057 Psma5 Psma5 ENSMUSP00000088057
1889 ENSMUSP00000124781 Psma6 Psma6 ENSMUSP00000124781
1890 ENSMUSP00000029082 Psma7 Psma7 ENSMUSP00000029082
1891 ENSMUSP00000014913 Psmb1 Psmb1 ENSMUSP00000014913
1892 ENSMUSP00000030642 Psmb2 Psmb2 ENSMUSP00000030642
1893 ENSMUSP00000099436 Psmb3 Psmb3 ENSMUSP00000099436
1894 ENSMUSP00000005923 Psmb4 Psmb4 ENSMUSP00000005923
1895 ENSMUSP00000022803 Psmb5 Psmb5 ENSMUSP00000022803
1896 ENSMUSP00000028083 Psmb7 Psmb7 ENSMUSP00000028083
1897 ENSMUSP00000025196 Psmb8 Psmb8 ENSMUSP00000025196
1898 ENSMUSP00000021595 Psmc1 Psmc1 ENSMUSP00000021595
1899 ENSMUSP00000030769 Psmc2 Psmc2 ENSMUSP00000030769
1900 ENSMUSP00000071054 Psmc3 Psmc3 ENSMUSP00000071054
1901 ENSMUSP00000032824 Psmc4 Psmc4 ENSMUSP00000032824
1902 ENSMUSP00000021049 Psmc5 Psmc5 ENSMUSP00000021049
1903 ENSMUSP00000022380 Psmc6 Psmc6 ENSMUSP00000022380
1904 ENSMUSP00000027432 Psmd1 Psmd1 ENSMUSP00000027432
1905 ENSMUSP00000133571 Psmd11 Psmd11 ENSMUSP00000133571
1906 ENSMUSP00000021063 Psmd12 Psmd12 ENSMUSP00000021063
1907 ENSMUSP00000026560 Psmd13 Psmd13 ENSMUSP00000026560
1908 ENSMUSP00000028278 Psmd14 Psmd14 ENSMUSP00000028278
1909 ENSMUSP00000007212 Psmd2 Psmd2 ENSMUSP00000007212
1910 ENSMUSP00000017365 Psmd3 Psmd3 ENSMUSP00000017365
1911 ENSMUSP00000113554 Psmd4 Psmd4 ENSMUSP00000113554
1912 ENSMUSP00000028225 Psmd5 Psmd5 ENSMUSP00000028225
1913 ENSMUSP00000022256 Psmd6 Psmd6 ENSMUSP00000022256
1914 ENSMUSP00000041968 Psmd7 Psmd7 ENSMUSP00000041968
1915 ENSMUSP00000138613 Psmd8 Psmd8 ENSMUSP00000138613
1916 ENSMUSP00000098295 Psmd9 Psmd9 ENSMUSP00000098295
1917 ENSMUSP00000133883 Psme1 Psme1 ENSMUSP00000133883
1918 ENSMUSP00000155390 Psme2 Psme2 ENSMUSP00000155390
1919 ENSMUSP00000019470 Psme3 Psme3 ENSMUSP00000019470
1920 ENSMUSP00000127783 Ptbp1 Ptbp1 ENSMUSP00000127783
1921 ENSMUSP00000134102 Ptbp3 Ptbp3 ENSMUSP00000134102
1922 ENSMUSP00000080743 Ptcd3 Ptcd3 ENSMUSP00000080743
1923 ENSMUSP00000117009 Pter Pter ENSMUSP00000117009
1924 ENSMUSP00000028162 Ptges2 Ptges2 ENSMUSP00000028162
1925 ENSMUSP00000050292 Ptges3 Ptges3 ENSMUSP00000050292
1926 ENSMUSP00000119981 Ptgr2 Ptgr2 ENSMUSP00000119981
1927 ENSMUSP00000044188 Ptma Ptma ENSMUSP00000044188
1928 ENSMUSP00000032216 Ptms Ptms ENSMUSP00000032216
1929 ENSMUSP00000046837 Ptpa Ptpa ENSMUSP00000046837
1930 ENSMUSP00000133991 Ptpn6 Ptpn6 ENSMUSP00000133991
1931 ENSMUSP00000138275 Ptprc Ptprc ENSMUSP00000138275
1932 ENSMUSP00000103657 Ptrh2 Ptrh2 ENSMUSP00000103657
1933 ENSMUSP00000150693 Pts Pts ENSMUSP00000150693
1934 ENSMUSP00000002599 Puf60 Puf60 ENSMUSP00000002599
1935 ENSMUSP00000059404 Pura Pura ENSMUSP00000059404
1936 ENSMUSP00000112598 Pvalb Pvalb ENSMUSP00000112598
1937 ENSMUSP00000117729 Pxmp2 Pxmp2 ENSMUSP00000117729
1938 ENSMUSP00000105325 Pxmp4 Pxmp4 ENSMUSP00000105325
1939 ENSMUSP00000049605 Pycrl Pycrl ENSMUSP00000049605
1940 ENSMUSP00000035743 Pygb Pygb ENSMUSP00000035743
1941 ENSMUSP00000071231 Pygl Pygl ENSMUSP00000071231
1942 ENSMUSP00000143935 Pygm Pygm ENSMUSP00000143935
1943 ENSMUSP00000067623 Pym1 Pym1 ENSMUSP00000067623
1944 ENSMUSP00000107760 Pzp Pzp ENSMUSP00000107760
1945 ENSMUSP00000006838 Qars Qars ENSMUSP00000006838
1946 ENSMUSP00000113958 Qdpr Qdpr ENSMUSP00000113958
1947 ENSMUSP00000115453 Qdpr Qdpr.1 ENSMUSP00000115453
1948 ENSMUSP00000156665 Qk Qk ENSMUSP00000156665
1949 ENSMUSP00000032912 Qprt Qprt ENSMUSP00000032912
1950 ENSMUSP00000021001 Rab10 Rab10 ENSMUSP00000021001
1951 ENSMUSP00000110021 Rab11b Rab11b ENSMUSP00000110021
1952 ENSMUSP00000070588 Rab13 Rab13 ENSMUSP00000070588
1953 ENSMUSP00000028238 Rab14 Rab14 ENSMUSP00000028238
1954 ENSMUSP00000157011 Rab18 Rab18 ENSMUSP00000157011
1955 ENSMUSP00000020358 Rab1a Rab1a ENSMUSP00000020358
1956 ENSMUSP00000025804 Rab1b Rab1b ENSMUSP00000025804
1957 ENSMUSP00000020343 Rab21 Rab21 ENSMUSP00000020343
1958 ENSMUSP00000057664 Rab2a Rab2a ENSMUSP00000057664
1959 ENSMUSP00000019974 Rab32 Rab32 ENSMUSP00000019974
1960 ENSMUSP00000031492 Rab35 Rab35 ENSMUSP00000031492
1961 ENSMUSP00000042070 Rab3gap1 Rab3gap1 ENSMUSP00000042070
1962 ENSMUSP00000017975 Rab5a Rab5a ENSMUSP00000017975
1963 ENSMUSP00000000727 Rab5b Rab5b ENSMUSP00000000727
1964 ENSMUSP00000102987 Rab5c Rab5c ENSMUSP00000102987
1965 ENSMUSP00000095852 Rab6a Rab6a ENSMUSP00000095852
1966 ENSMUSP00000109230 Rab7 Rab7 ENSMUSP00000109230
1967 ENSMUSP00000003121 Rab8a Rab8a ENSMUSP00000003121
1968 ENSMUSP00000041857 Rab8b Rab8b ENSMUSP00000041857
1969 ENSMUSP00000123325 Rab9 Rab9 ENSMUSP00000123325
1970 ENSMUSP00000079380 Rac1 Rac1 ENSMUSP00000079380
1971 ENSMUSP00000020640 Rack1 Rack1 ENSMUSP00000020640
1972 ENSMUSP00000003911 Rad23a Rad23a ENSMUSP00000003911
1973 ENSMUSP00000030134 Rad23b Rad23b ENSMUSP00000030134
1974 ENSMUSP00000153969 Rai14 Rai14 ENSMUSP00000153969
1975 ENSMUSP00000009003 Rala Rala ENSMUSP00000009003
1976 ENSMUSP00000004565 Ralb Ralb ENSMUSP00000004565
1977 ENSMUSP00000114185 Raly Raly ENSMUSP00000114185
1978 ENSMUSP00000106975 Ran Ran ENSMUSP00000106975
1979 ENSMUSP00000139059 Ranbp1 Ranbp1 ENSMUSP00000139059
1980 ENSMUSP00000003310 Ranbp2 Ranbp2 ENSMUSP00000003310
1981 ENSMUSP00000002445 Ranbp3 Ranbp3 ENSMUSP00000002445
1982 ENSMUSP00000130046 Rangap1 Rangap1 ENSMUSP00000130046
1983 ENSMUSP00000088174 Rap1a Rap1a ENSMUSP00000088174
1984 ENSMUSP00000066238 Rap1b Rap1b ENSMUSP00000066238
1985 ENSMUSP00000058391 Rap2c Rap2c ENSMUSP00000058391
1986 ENSMUSP00000028525 Rapgef4 Rapgef4 ENSMUSP00000028525
1987 ENSMUSP00000018992 Rars Rars ENSMUSP00000018992
1988 ENSMUSP00000099658 Rbbp4 Rbbp4 ENSMUSP00000099658
1989 ENSMUSP00000107945 Rbbp7 Rbbp7 ENSMUSP00000107945
1990 ENSMUSP00000028915 Rbbp9 Rbbp9 ENSMUSP00000028915
1991 ENSMUSP00000041831 Rbm17 Rbm17 ENSMUSP00000041831
1992 ENSMUSP00000048470 Rbm25 Rbm25 ENSMUSP00000048470
1993 ENSMUSP00000138705 Rbm3 Rbm3 ENSMUSP00000138705
1994 ENSMUSP00000117462 Rbm39 Rbm39 ENSMUSP00000117462
1995 ENSMUSP00000144325 Rbm47 Rbm47 ENSMUSP00000144325
1996 ENSMUSP00000125720 Rbmx Rbmx ENSMUSP00000125720
1997 ENSMUSP00000059749 Rbp1 Rbp1 ENSMUSP00000059749
1998 ENSMUSP00000157743 Rbp4 Rbp4 ENSMUSP00000157743
1999 ENSMUSP00000033994 Rbpms Rbpms ENSMUSP00000033994
2000 ENSMUSP00000131076 Rbpms2 Rbpms2 ENSMUSP00000131076
2001 ENSMUSP00000154877 Rbx1 Rbx1 ENSMUSP00000154877
2002 ENSMUSP00000109915 Rcn2 Rcn2 ENSMUSP00000109915
2003 ENSMUSP00000082352 Rdh11 Rdh11 ENSMUSP00000082352
2004 ENSMUSP00000071573 Rdh16 Rdh16 ENSMUSP00000071573
2005 ENSMUSP00000089691 Rdh16f2 Rdh16f2 ENSMUSP00000089691
2006 ENSMUSP00000039252 Rdh7 Rdh7 ENSMUSP00000039252
2007 ENSMUSP00000128249 Rdx Rdx ENSMUSP00000128249
2008 ENSMUSP00000006027 Reep5 Reep5 ENSMUSP00000006027
2009 ENSMUSP00000100992 Reep6 Reep6 ENSMUSP00000100992
2010 ENSMUSP00000068568 Retsat Retsat ENSMUSP00000068568
2011 ENSMUSP00000034524 Rexo2 Rexo2 ENSMUSP00000034524
2012 ENSMUSP00000025617 Rfk Rfk ENSMUSP00000025617
2013 ENSMUSP00000023832 Rgn Rgn ENSMUSP00000023832
2014 ENSMUSP00000141967 Rhoa Rhoa ENSMUSP00000141967
2015 ENSMUSP00000102536 Rhog Rhog ENSMUSP00000102536
2016 ENSMUSP00000135611 Rhot2 Rhot2 ENSMUSP00000135611
2017 ENSMUSP00000022946 Rida Rida ENSMUSP00000022946
2018 ENSMUSP00000029888 Rmdn1 Rmdn1 ENSMUSP00000029888
2019 ENSMUSP00000153443 Rmdn2 Rmdn2 ENSMUSP00000153443
2020 ENSMUSP00000092283 Rmdn3 Rmdn3 ENSMUSP00000092283
2021 ENSMUSP00000156218 Rnaset2b Rnaset2b ENSMUSP00000156218
2022 ENSMUSP00000076333 Rnf185 Rnf185 ENSMUSP00000076333
2023 ENSMUSP00000133061 Rnh1 Rnh1 ENSMUSP00000133061
2024 ENSMUSP00000073962 Rnpep Rnpep ENSMUSP00000073962
2025 ENSMUSP00000111028 Rnps1 Rnps1 ENSMUSP00000111028
2026 ENSMUSP00000069549 Rock1 Rock1 ENSMUSP00000069549
2027 ENSMUSP00000113943 Romo1 Romo1 ENSMUSP00000113943
2028 ENSMUSP00000125806 Rpl10-ps3 Rpl10-ps3 ENSMUSP00000125806
2029 ENSMUSP00000156947 Rpl10a Rpl10a ENSMUSP00000156947
2030 ENSMUSP00000099595 Rpl11 Rpl11 ENSMUSP00000099595
2031 ENSMUSP00000117461 Rpl12 Rpl12 ENSMUSP00000117461
2032 ENSMUSP00000000756 Rpl13 Rpl13 ENSMUSP00000000756
2033 ENSMUSP00000148031 Rpl13a Rpl13a ENSMUSP00000148031
2034 ENSMUSP00000131489 Rpl14 Rpl14 ENSMUSP00000131489
2035 ENSMUSP00000108217 Rpl15 Rpl15 ENSMUSP00000108217
2036 ENSMUSP00000157556 Rpl17 Rpl17 ENSMUSP00000157556
2037 ENSMUSP00000147816 Rpl18 Rpl18 ENSMUSP00000147816
2038 ENSMUSP00000058368 Rpl18a Rpl18a ENSMUSP00000058368
2039 ENSMUSP00000103181 Rpl19 Rpl19 ENSMUSP00000103181
2040 ENSMUSP00000106213 Rpl21 Rpl21 ENSMUSP00000106213
2041 ENSMUSP00000140276 Rpl22 Rpl22 ENSMUSP00000140276
2042 ENSMUSP00000099435 Rpl23 Rpl23 ENSMUSP00000099435
2043 ENSMUSP00000099541 Rpl23a Rpl23a ENSMUSP00000099541
2044 ENSMUSP00000023269 Rpl24 Rpl24 ENSMUSP00000023269
2045 ENSMUSP00000129072 Rpl26 Rpl26 ENSMUSP00000129072
2046 ENSMUSP00000102870 Rpl27 Rpl27 ENSMUSP00000102870
2047 ENSMUSP00000123410 Rpl27a Rpl27a ENSMUSP00000123410
2048 ENSMUSP00000104217 Rpl28 Rpl28 ENSMUSP00000104217
2049 ENSMUSP00000117834 Rpl29 Rpl29 ENSMUSP00000117834
2050 ENSMUSP00000080354 Rpl3 Rpl3 ENSMUSP00000080354
2051 ENSMUSP00000106014 Rpl30 Rpl30 ENSMUSP00000106014
2052 ENSMUSP00000137631 Rpl31 Rpl31 ENSMUSP00000137631
2053 ENSMUSP00000145350 Rpl32 Rpl32 ENSMUSP00000145350
2054 ENSMUSP00000142486 Rpl34 Rpl34 ENSMUSP00000142486
2055 ENSMUSP00000110731 Rpl35a Rpl35a ENSMUSP00000110731
2056 ENSMUSP00000079340 Rpl36 Rpl36 ENSMUSP00000079340
2057 ENSMUSP00000108837 Rpl36a Rpl36a ENSMUSP00000108837
2058 ENSMUSP00000046506 Rpl37 Rpl37 ENSMUSP00000046506
2059 ENSMUSP00000058919 Rpl37a Rpl37a ENSMUSP00000058919
2060 ENSMUSP00000102213 Rpl38 Rpl38 ENSMUSP00000102213
2061 ENSMUSP00000110886 Rpl39 Rpl39 ENSMUSP00000110886
2062 ENSMUSP00000129325 Rpl3l Rpl3l ENSMUSP00000129325
2063 ENSMUSP00000034966 Rpl4 Rpl4 ENSMUSP00000034966
2064 ENSMUSP00000080854 Rpl5 Rpl5 ENSMUSP00000080854
2065 ENSMUSP00000031617 Rpl6 Rpl6 ENSMUSP00000031617
2066 ENSMUSP00000071616 Rpl7 Rpl7 ENSMUSP00000071616
2067 ENSMUSP00000099962 Rpl7a Rpl7a ENSMUSP00000099962
2068 ENSMUSP00000155657 Rpl8 Rpl8 ENSMUSP00000155657
2069 ENSMUSP00000127859 Rpl9-ps6 Rpl9-ps6 ENSMUSP00000127859
2070 ENSMUSP00000083705 Rplp0 Rplp0 ENSMUSP00000083705
2071 ENSMUSP00000008036 Rplp1 Rplp1 ENSMUSP00000008036
2072 ENSMUSP00000101626 Rplp2 Rplp2 ENSMUSP00000101626
2073 ENSMUSP00000032143 Rpn1 Rpn1 ENSMUSP00000032143
2074 ENSMUSP00000029171 Rpn2 Rpn2 ENSMUSP00000029171
2075 ENSMUSP00000099412 Rprd1b Rprd1b ENSMUSP00000099412
2076 ENSMUSP00000136042 Rps10 Rps10 ENSMUSP00000136042
2077 ENSMUSP00000003521 Rps11 Rps11 ENSMUSP00000003521
2078 ENSMUSP00000151305 Rps12 Rps12 ENSMUSP00000151305
2079 ENSMUSP00000126294 Rps13 Rps13 ENSMUSP00000126294
2080 ENSMUSP00000158138 Rps14 Rps14 ENSMUSP00000158138
2081 ENSMUSP00000114478 Rps14 Rps14.1 ENSMUSP00000114478
2082 ENSMUSP00000100997 Rps15 Rps15 ENSMUSP00000100997
2083 ENSMUSP00000127791 Rps15a Rps15a ENSMUSP00000127791
2084 ENSMUSP00000103940 Rps16 Rps16 ENSMUSP00000103940
2085 ENSMUSP00000079628 Rps17 Rps17 ENSMUSP00000079628
2086 ENSMUSP00000104068 Rps19 Rps19 ENSMUSP00000104068
2087 ENSMUSP00000131474 Rps2 Rps2 ENSMUSP00000131474
2088 ENSMUSP00000120528 Rps20 Rps20 ENSMUSP00000120528
2089 ENSMUSP00000058432 Rps21 Rps21 ENSMUSP00000058432
2090 ENSMUSP00000054490 Rps23 Rps23 ENSMUSP00000054490
2091 ENSMUSP00000125977 Rps24 Rps24 ENSMUSP00000125977
2092 ENSMUSP00000148977 Rps25 Rps25 ENSMUSP00000148977
2093 ENSMUSP00000026420 Rps26 Rps26 ENSMUSP00000026420
2094 ENSMUSP00000142536 Rps27 Rps27 ENSMUSP00000142536
2095 ENSMUSP00000099909 Rps27a Rps27a ENSMUSP00000099909
2096 ENSMUSP00000046016 Rps27l Rps27l ENSMUSP00000046016
2097 ENSMUSP00000134240 Rps28 Rps28 ENSMUSP00000134240
2098 ENSMUSP00000038352 Rps29 Rps29 ENSMUSP00000038352
2099 ENSMUSP00000032998 Rps3 Rps3 ENSMUSP00000032998
2100 ENSMUSP00000029722 Rps3a1 Rps3a1 ENSMUSP00000029722
2101 ENSMUSP00000033683 Rps4x Rps4x ENSMUSP00000033683
2102 ENSMUSP00000104179 Rps5 Rps5 ENSMUSP00000104179
2103 ENSMUSP00000099878 Rps6 Rps6 ENSMUSP00000099878
2104 ENSMUSP00000134507 Rps6ka1 Rps6ka1 ENSMUSP00000134507
2105 ENSMUSP00000152456 Rps7 Rps7 ENSMUSP00000152456
2106 ENSMUSP00000099757 Rps8 Rps8 ENSMUSP00000099757
2107 ENSMUSP00000104265 Rps9 Rps9 ENSMUSP00000104265
2108 ENSMUSP00000148933 Rpsa Rpsa ENSMUSP00000148933
2109 ENSMUSP00000016072 Rrbp1 Rrbp1 ENSMUSP00000016072
2110 ENSMUSP00000113431 Rsl1d1 Rsl1d1 ENSMUSP00000113431
2111 ENSMUSP00000028059 Rsu1 Rsu1 ENSMUSP00000028059
2112 ENSMUSP00000001834 Rtcb Rtcb ENSMUSP00000001834
2113 ENSMUSP00000029005 Rtf2 Rtf2 ENSMUSP00000029005
2114 ENSMUSP00000077594 Rtn1 Rtn1 ENSMUSP00000077594
2115 ENSMUSP00000085494 Rtn3 Rtn3 ENSMUSP00000085494
2116 ENSMUSP00000053754 Rtn4 Rtn4 ENSMUSP00000053754
2117 ENSMUSP00000060940 Rtn4ip1 Rtn4ip1 ENSMUSP00000060940
2118 ENSMUSP00000022341 Rtraf Rtraf ENSMUSP00000022341
2119 ENSMUSP00000143302 Rufy3 Rufy3 ENSMUSP00000143302
2120 ENSMUSP00000032165 Ruvbl1 Ruvbl1 ENSMUSP00000032165
2121 ENSMUSP00000147502 Ruvbl2 Ruvbl2 ENSMUSP00000147502
2122 ENSMUSP00000019917 Rwdd1 Rwdd1 ENSMUSP00000019917
2123 ENSMUSP00000109567 Rxra Rxra ENSMUSP00000109567
2124 ENSMUSP00000137123 Ryr1 Ryr1 ENSMUSP00000137123
2125 ENSMUSP00000058237 S100a1 S100a1 ENSMUSP00000058237
2126 ENSMUSP00000130712 S100a10 S100a10 ENSMUSP00000130712
2127 ENSMUSP00000029515 S100a11 S100a11 ENSMUSP00000029515
2128 ENSMUSP00000047737 S100a13 S100a13 ENSMUSP00000047737
2129 ENSMUSP00000143522 S100a4 S100a4 ENSMUSP00000143522
2130 ENSMUSP00000143720 S100a6 S100a6 ENSMUSP00000143720
2131 ENSMUSP00000064385 S100a8 S100a8 ENSMUSP00000064385
2132 ENSMUSP00000112843 S100a9 S100a9 ENSMUSP00000112843
2133 ENSMUSP00000026270 Sacm1l Sacm1l ENSMUSP00000026270
2134 ENSMUSP00000147771 Sae1 Sae1 ENSMUSP00000147771
2135 ENSMUSP00000092849 Safb Safb ENSMUSP00000092849
2136 ENSMUSP00000124935 Samhd1 Samhd1 ENSMUSP00000124935
2137 ENSMUSP00000023071 Samm50 Samm50 ENSMUSP00000023071
2138 ENSMUSP00000106899 Sap18 Sap18 ENSMUSP00000106899
2139 ENSMUSP00000151383 Sar1a Sar1a ENSMUSP00000151383
2140 ENSMUSP00000020653 Sar1b Sar1b ENSMUSP00000020653
2141 ENSMUSP00000099950 Sardh Sardh ENSMUSP00000099950
2142 ENSMUSP00000100863 Sarnp Sarnp ENSMUSP00000100863
2143 ENSMUSP00000088041 Sars Sars ENSMUSP00000088041
2144 ENSMUSP00000047397 Sart1 Sart1 ENSMUSP00000047397
2145 ENSMUSP00000143778 Sart3 Sart3 ENSMUSP00000143778
2146 ENSMUSP00000055382 Saysd1 Saysd1 ENSMUSP00000055382
2147 ENSMUSP00000026387 Sbds Sbds ENSMUSP00000026387
2148 ENSMUSP00000123135 Scamp1 Scamp1 ENSMUSP00000123135
2149 ENSMUSP00000031377 Scarb2 Scarb2 ENSMUSP00000031377
2150 ENSMUSP00000036936 Scd1 Scd1 ENSMUSP00000036936
2151 ENSMUSP00000021335 Scfd1 Scfd1 ENSMUSP00000021335
2152 ENSMUSP00000109170 Scfd2 Scfd2 ENSMUSP00000109170
2153 ENSMUSP00000027532 Scly Scly ENSMUSP00000027532
2154 ENSMUSP00000090673 Sco1 Sco1 ENSMUSP00000090673
2155 ENSMUSP00000030340 Scp2 Scp2 ENSMUSP00000030340
2156 ENSMUSP00000102312 Scp2 Scp2.1 ENSMUSP00000102312
2157 ENSMUSP00000000287 Scpep1 Scpep1 ENSMUSP00000000287
2158 ENSMUSP00000088320 Scrn3 Scrn3 ENSMUSP00000088320
2159 ENSMUSP00000133992 Scyl2 Scyl2 ENSMUSP00000133992
2160 ENSMUSP00000017153 Sdc4 Sdc4 ENSMUSP00000017153
2161 ENSMUSP00000002133 Sdf2 Sdf2 ENSMUSP00000002133
2162 ENSMUSP00000023453 Sdf2l1 Sdf2l1 ENSMUSP00000023453
2163 ENSMUSP00000101204 Sdf4 Sdf4 ENSMUSP00000101204
2164 ENSMUSP00000022062 Sdha Sdha ENSMUSP00000022062
2165 ENSMUSP00000025570 Sdhaf2 Sdhaf2 ENSMUSP00000025570
2166 ENSMUSP00000027338 Sdhaf4 Sdhaf4 ENSMUSP00000027338
2167 ENSMUSP00000010007 Sdhb Sdhb ENSMUSP00000010007
2168 ENSMUSP00000106968 Sdhc Sdhc ENSMUSP00000106968
2169 ENSMUSP00000143838 Sds Sds ENSMUSP00000143838
2170 ENSMUSP00000112425 Sec11a Sec11a ENSMUSP00000112425
2171 ENSMUSP00000032440 Sec13 Sec13 ENSMUSP00000032440
2172 ENSMUSP00000003681 Sec14l2 Sec14l2 ENSMUSP00000003681
2173 ENSMUSP00000019512 Sec14l4 Sec14l4 ENSMUSP00000019512
2174 ENSMUSP00000088796 Sec16a Sec16a ENSMUSP00000088796
2175 ENSMUSP00000107329 Sec16b Sec16b ENSMUSP00000107329
2176 ENSMUSP00000029476 Sec22b Sec22b ENSMUSP00000029476
2177 ENSMUSP00000126011 Sec23a Sec23a ENSMUSP00000126011
2178 ENSMUSP00000028916 Sec23b Sec23b ENSMUSP00000028916
2179 ENSMUSP00000035610 Sec23ip Sec23ip ENSMUSP00000035610
2180 ENSMUSP00000044370 Sec24a Sec24a ENSMUSP00000044370
2181 ENSMUSP00000035823 Sec24d Sec24d ENSMUSP00000035823
2182 ENSMUSP00000092157 Sec31a Sec31a ENSMUSP00000092157
2183 ENSMUSP00000032168 Sec61a1 Sec61a1 ENSMUSP00000032168
2184 ENSMUSP00000067681 Sec61b Sec61b ENSMUSP00000067681
2185 ENSMUSP00000137362 Sec61g Sec61g ENSMUSP00000137362
2186 ENSMUSP00000029256 Sec62 Sec62 ENSMUSP00000029256
2187 ENSMUSP00000019937 Sec63 Sec63 ENSMUSP00000019937
2188 ENSMUSP00000136087 Sel1l Sel1l ENSMUSP00000136087
2189 ENSMUSP00000088349 Selenbp1 Selenbp1 ENSMUSP00000088349
2190 ENSMUSP00000088358 Selenbp2 Selenbp2 ENSMUSP00000088358
2191 ENSMUSP00000046910 Selenof Selenof ENSMUSP00000046910
2192 ENSMUSP00000081020 Selenoo Selenoo ENSMUSP00000081020
2193 ENSMUSP00000124305 Selenop Selenop ENSMUSP00000124305
2194 ENSMUSP00000103557 Selenot Selenot ENSMUSP00000103557
2195 ENSMUSP00000110671 Sephs1 Sephs1 ENSMUSP00000110671
2196 ENSMUSP00000081009 Sephs2 Sephs2 ENSMUSP00000081009
2197 ENSMUSP00000031069 Sepsecs Sepsecs ENSMUSP00000031069
2198 ENSMUSP00000144913 Serbp1 Serbp1 ENSMUSP00000144913
2199 ENSMUSP00000145472 Serbp1 Serbp1.1 ENSMUSP00000145472
2200 ENSMUSP00000123181 Serf2 Serf2 ENSMUSP00000123181
2201 ENSMUSP00000029385 Serp1 Serp1 ENSMUSP00000029385
2202 ENSMUSP00000113644 Serpina10 Serpina10 ENSMUSP00000113644
2203 ENSMUSP00000082132 Serpina1a Serpina1a ENSMUSP00000082132
2204 ENSMUSP00000139941 Serpina1b Serpina1b ENSMUSP00000139941
2205 ENSMUSP00000113606 Serpina1e Serpina1e ENSMUSP00000113606
2206 ENSMUSP00000042095 Serpina3k Serpina3k ENSMUSP00000042095
2207 ENSMUSP00000130979 Serpina3m Serpina3m ENSMUSP00000130979
2208 ENSMUSP00000044033 Serpina6 Serpina6 ENSMUSP00000044033
2209 ENSMUSP00000075690 Serpinb1a Serpinb1a ENSMUSP00000075690
2210 ENSMUSP00000131115 Serpinb6a Serpinb6a ENSMUSP00000131115
2211 ENSMUSP00000068971 Serpinc1 Serpinc1 ENSMUSP00000068971
2212 ENSMUSP00000156303 Serpind1 Serpind1 ENSMUSP00000156303
2213 ENSMUSP00000104076 Serpinf2 Serpinf2 ENSMUSP00000104076
2214 ENSMUSP00000023994 Serping1 Serping1 ENSMUSP00000023994
2215 ENSMUSP00000147064 Serpinh1 Serpinh1 ENSMUSP00000147064
2216 ENSMUSP00000070002 Set Set ENSMUSP00000070002
2217 ENSMUSP00000066413 Setd3 Setd3 ENSMUSP00000066413
2218 ENSMUSP00000144370 Sf1 Sf1 ENSMUSP00000144370
2219 ENSMUSP00000002198 Sf3a1 Sf3a1 ENSMUSP00000002198
